FISHSET_ID,SET_NO,DATE_TIME3,SOAKMINP3P1,DEPTH,LATITUDE,LONGITUDE,YEAR,STATION,STRATUM_ID,NAFAREA_ID,NUM_HOOK_HAUL,total_other_species,total_target_species,broken_hook,empty_baited,empty_unbaited,other_species,target_species,missing_hook,total_sampled
100290212,1,6/14/2017 15:20,368,122,42.74117,-64.38267,2017,507,H11,4XN,989,157,19,1,41,161,92,5,0,300
100290552,3,5/27/2017 13:32,330,341,44.60767,-57.199,2017,567,H32,4VC,990,11,25,0,63,181,6,20,0,270
100290569,20,6/1/2017 19:10,617,72,43.98833,-50.88883,2017,628,H51,3OE,990,92,2,0,225,10,33,2,0,270
100290573,24,6/2/2017 20:28,733,58,44.2245,-50.224,2017,623,H51,3NC,990,350,16,0,152,47,69,2,0,270
100290621,24,6/21/2017 19:59,696,89.5,43.75883,-51.7055,2017,643,H51,3OE,1000,141,0,0,188,57,25,0,0,270
100290623,26,6/22/2017 14:17,376,70.75,43.6605,-50.66967,2017,635,H51,3NC,1000,7,0,1,235,30,4,0,0,270
100290624,27,6/23/2017 17:23,562,115.5,43.06983,-50.83317,2017,645,H51,3NE,1000,33,2,0,193,58,17,2,0,270
100290625,28,6/23/2017 23:26,655,380.5,42.84983,-50.17733,2017,650,H53,3NE,1000,263,46,0,165,41,50,14,0,270
100290626,29,6/24/2017 14:09,368,64.5,43.14417,-50.05867,2017,637,H51,3NE,1000,74,0,1,116,132,21,0,0,270
100290627,30,6/24/2017 16:00,445,66,43.179,-49.9745,2017,636,H51,3NF,1000,159,0,0,111,104,55,0,0,270
100290628,31,6/24/2017 18:06,521,61,43.196,-49.83533,2017,630,H51,3NF,1000,4,0,2,72,196,0,0,0,270
100290629,32,6/24/2017 20:51,593,317.75,43.09267,-49.684,2017,649,H53,3NF,1000,401,23,0,92,81,88,9,0,270
100290630,33,6/25/2017 14:38,398,59.25,43.73483,-49.85433,2017,626,H51,3NC,1000,20,1,1,179,85,5,0,0,270
100290631,34,6/25/2017 17:29,465,52.5,43.7805,-49.564,2017,624,H51,3NC,1000,19,0,0,128,134,8,0,0,270
100290632,35,6/25/2017 20:37,555,409,43.64683,-49.4015,2017,646,H52,3NC,1000,56,11,7,143,95,17,8,0,270
100290633,36,6/26/2017 14:49,408,68.5,43.9895,-49.2165,2017,620,H51,3ND,1000,41,0,0,99,152,19,0,0,270
100290634,37,6/26/2017 19:35,516,50.5,44.29417,-49.50367,2017,618,H51,3NC,1000,46,0,2,112,145,11,0,0,270
100290638,41,6/27/2017 14:03,362,54,44.65483,-50.14183,2017,617,H51,3NC,1000,428,2,0,107,70,93,0,0,270
100290639,42,6/27/2017 16:10,446,49,44.603,-50.05417,2017,619,H51,3NC,1000,483,29,0,93,69,102,6,0,270
100290644,47,6/28/2017 23:40,915,74.5,43.88217,-51.033,2017,634,H51,3OE,1000,495,0,0,112,83,75,0,0,270
100290650,1,6/24/2017 16:01,471,87.5,45.79417,-59.89217,2017,558,H31,4VN,973,0,1,1,41,257,0,1,0,300
100290654,5,6/25/2017 19:15,517,423,46.66217,-58.684,2017,574,H33,4VN,994,11,3,3,63,227,7,0,0,300
100290655,6,6/25/2017 21:46,610,431.75,46.753,-58.78283,2017,573,H33,4VN,964,12,0,3,38,257,2,0,0,300
100290659,10,6/28/2017 14:59,412,59,44.57417,-63.13667,2017,536,H21,4WK,976,0,0,8,282,10,0,0,0,300
100290664,15,6/29/2017 16:16,419,153.5,44.12333,-63.4955,2017,517,H12,4XM,979,79,1,7,15,255,22,1,0,300
100290678,1,6/13/2017 14:11,370,42.5,43.778,-64.78967,2017,504,H11,4XO,985,11,6,0,257,37,5,1,0,300
100290682,5,6/14/2017 14:00,360,136,43.342,-65.1785,2017,505,H11,4XO,985,6,13,0,202,93,0,5,0,300
100290684,7,6/14/2017 17:56,413,61.5,43.25467,-65.49417,2017,506,H11,4XO,985,19,0,0,275,17,8,0,0,300
100290687,10,6/16/2017 14:39,360,149,42.4685,-65.9375,2017,526,H12,4XP,985,52,0,0,3,280,17,0,0,300
100290689,12,6/16/2017 20:12,599,93,42.45283,-65.69833,2017,511,H11,4XP,985,56,28,1,3,253,34,9,0,300
100290694,4,6/16/2017 20:30,608,99,43.18833,-62.357,2017,540,H21,4WL,1000,76,1,1,14,278,6,1,0,300
100290695,5,6/17/2017 15:30,401,90.75,43.37617,-62.30417,2017,539,H21,4WL,1000,61,1,3,4,291,2,0,0,300
100290696,1,6/19/2017 15:44,464,140.25,42.86483,-66.11233,2017,524,H12,4XO,1000,332,1,0,8,194,98,0,0,300
100290697,2,6/19/2017 19:32,535,84.5,42.75433,-65.919,2017,510,H11,4XP,1000,125,6,0,57,201,40,2,0,300
100290698,3,6/19/2017 23:13,680,112.75,42.78583,-65.79917,2017,509,H11,4XP,1000,50,41,2,57,215,14,12,0,300
100290699,4,6/20/2017 16:02,448,89.25,43.1025,-65.751,2017,508,H11,4XO,1000,115,26,2,69,162,50,17,0,300
100291826,7,6/20/2017 19:25,502,111,45.02567,-54.33317,2017,644,H51,3OA,1000,394,36,0,89,123,80,8,0,300
100291830,11,6/22/2017 15:05,424,90.5,44.87283,-53.44733,2017,641,H51,3OC,1000,750,6,0,257,15,26,2,0,300
100291831,12,6/22/2017 18:35,540,93,44.82167,-53.18383,2017,639,H51,3OC,1000,832,12,0,172,20,103,5,0,300
100291832,13,6/22/2017 22:16,660,86,44.9025,-52.9075,2017,633,H51,3OD,1000,256,6,0,258,13,28,1,0,300
100291837,18,6/24/2017 17:05,489,89,44.40533,-52.421,2017,640,H51,3OD,1000,116,16,0,251,14,28,7,0,300
100291841,22,6/25/2017 21:00,695,159,43.62683,-52.02983,2017,647,H52,3OE,1000,282,1,1,111,136,52,0,0,300
100292051,4,6/13/2017 21:46,526,172.5,44.17867,-63.055,2017,548,H22,4WM,1000,69,2,4,12,258,26,0,0,300
100292055,8,6/14/2017 22:45,570,154,44.665,-61.69633,2017,547,H22,4WK,1000,40,5,7,5,279,8,1,0,300
100292056,9,6/16/2017 16:22,425,85.5,45.2,-57.732,2017,555,H31,4VC,990,4,1,0,251,47,2,0,0,300
100292058,11,6/16/2017 19:45,555,304.5,45.2135,-57.61833,2017,577,H33,4VC,1000,20,2,0,66,227,6,1,0,300
100292059,12,6/17/2017 16:20,410,56,44.7345,-57.48833,2017,560,H31,4VC,1000,44,0,2,230,56,12,0,0,300
100292060,13,6/17/2017 19:07,508,60.5,44.63367,-57.436,2017,561,H31,4VC,1000,120,0,0,173,100,27,0,0,300
100292062,15,6/18/2017 17:25,397,43,44.59,-57.8985,2017,562,H31,4VC,1000,275,24,0,142,77,67,14,0,300
100292063,16,6/19/2017 18:00,525,128,44.94983,-58.05817,2017,559,H31,4VC,1000,56,10,4,211,63,21,1,0,300
100292064,17,6/19/2017 21:45,603,47.25,44.99417,-57.68167,2017,557,H31,4VC,1000,113,8,0,137,78,50,5,0,270
100292069,1,6/14/2017 18:01,381,364.5,42.42617,-67.17183,2017,529,H13,4XP,997,14,0,4,0,290,6,0,0,300
100292070,2,6/14/2017 22:40,512,346.75,42.40167,-66.771,2017,528,H13,4XP,993,29,0,2,0,283,15,0,0,300
100292071,3,6/15/2017 16:52,423,129.5,41.4635,-66.06333,2017,516,H11,5ZM,998,20,4,0,2,277,20,1,0,300
100292072,4,6/15/2017 20:09,548,129,41.45683,-66.03517,2017,527,H12,5ZM,980,20,3,0,3,292,3,2,0,300
100292073,5,6/16/2017 16:00,453,82,42.0365,-66.31783,2017,514,H11,5ZJ,997,245,14,1,19,213,57,10,0,300
100292074,6,6/16/2017 21:00,652,88.5,41.9635,-66.19717,2017,513,H11,5ZJ,998,84,8,0,12,255,31,2,0,300
100292076,8,6/17/2017 16:01,391,87,41.97733,-66.71933,2017,515,H11,5ZM,997,314,6,1,7,251,40,1,0,300
100292078,10,6/18/2017 21:54,608,127.5,42.1715,-65.54417,2017,512,H11,4XP,798,40,1,33,30,200,37,0,0,300
100292084,4,6/27/2017 14:44,397,214,43.411,-63.81,2017,520,H12,4XN,1000,72,0,0,59,223,18,0,0,300
100292088,8,6/28/2017 22:50,703,213.25,43.45767,-63.72117,2017,519,H12,4XN,1000,58,0,1,39,243,17,0,0,300
100292089,9,6/29/2017 14:44,403,144.75,43.97917,-64.00167,2017,518,H12,4XM,1000,106,8,1,9,245,41,4,0,300
100292091,1,7/4/2017 14:45,396,102.75,43.34217,-67.36833,2017,523,H12,4XQ,992,198,1,0,8,14,8,0,0,30
100292092,2,7/4/2017 18:00,513,103.25,43.23217,-67.31183,2017,525,H12,4XQ,991,194,0,1,0,15,14,0,0,30
100292093,3,7/5/2017 14:35,394,106.5,43.72267,-67.0295,2017,522,H12,4XQ,993,124,0,1,8,221,70,0,0,300
100292097,7,7/6/2017 14:39,396,205.75,44.34383,-66.57133,2017,521,H12,4XR,995,84,2,0,11,254,34,1,0,300
100292110,1,7/12/2017 18:47,628,76.25,45.14717,-65.0795,2017,503,H11,4XR,998,72,25,1,103,159,31,6,0,300
100292111,2,7/12/2017 21:37,584,40.75,45.45167,-65.002,2017,501,H11,4XR,999,47,0,1,32,229,38,0,0,300
100292112,3,7/13/2017 2:45,727,48.25,45.22783,-64.71117,2017,502,H11,4XR,996,50,0,3,15,245,37,0,0,300
100292121,5,6/20/2017 17:00,430,487,43.32167,-60.60317,2017,552,H23,4WG,1000,85,3,4,76,206,12,2,0,300
100292125,9,6/22/2017 15:30,410,109,43.36317,-60.98217,2017,537,H21,4WJ,1000,3,4,0,24,265,8,3,0,300
100292127,11,6/23/2017 16:10,430,51.5,43.70867,-60.89917,2017,535,H21,4WF,925,1144,4,0,132,159,7,2,0,300
100292130,1,7/3/2017 14:48,408,87.25,43.32767,-61.74133,2017,538,H21,4WJ,1002,25,0,0,129,248,13,0,0,390
100292137,8,7/6/2017 15:37,410,88,44.38567,-61.16033,2017,534,H21,4WE,1006,1,13,0,76,310,0,4,0,390
100292140,1,7/9/2017 14:53,413,140.25,45.2955,-60.09717,2017,545,H22,4WD,1002,20,1,3,293,88,6,0,0,390
100292141,2,7/10/2017 14:49,409,137.75,45.57117,-59.23283,2017,566,H32,4VB,1000,1,3,0,271,27,0,2,0,300
100292142,3,7/11/2017 14:48,405,95.25,45.50067,-58.557,2017,556,H31,4VB,1000,1,0,0,259,41,0,0,0,300
100292143,4,7/12/2017 14:42,402,95.75,44.89933,-59.3415,2017,568,H32,4VC,1000,3,1,0,261,38,0,1,0,300
100292144,5,7/13/2017 14:40,400,167.25,44.8085,-59.78867,2017,563,H31,4VC,1000,4,10,0,269,25,1,5,0,300
100292145,6,7/14/2017 15:47,467,121.75,44.94917,-60.34167,2017,530,H21,4WD,1006,2,0,1,303,85,1,0,0,390
100292146,7,7/14/2017 22:08,619,156,45.036,-60.8485,2017,546,H22,4WD,1002,4,13,0,316,69,2,3,0,390
100292147,1,7/4/2017 17:10,400,73.5,44.46933,-59.19783,2017,564,H31,4VC,1000,0,2,2,252,45,0,1,0,300
100292156,10,7/6/2017 19:35,500,154.5,44.27367,-59.7495,2017,569,H32,4VC,1000,0,7,3,218,78,0,1,0,300
100292164,18,7/8/2017 16:20,395,122,44.41883,-60.19233,2017,533,H21,4WE,1000,0,6,5,234,60,0,1,0,300
100292165,19,7/8/2017 18:38,458,147,44.50083,-60.17783,2017,531,H21,4WE,1000,0,5,1,279,19,0,1,0,300
100292166,20,7/8/2017 22:50,545,37.75,44.53467,-60.4385,2017,532,H21,4WE,1000,0,1,3,290,7,0,0,0,300
100292167,1,7/17/2017 15:13,433,216,43.55133,-63.32583,2017,550,H22,4WL,996,10,0,2,48,243,7,0,0,300
100292169,3,7/18/2017 15:57,391,130.5,43.32,-63.1085,2017,541,H21,4WL,999,219,2,1,10,220,67,2,0,300
100292170,4,7/18/2017 19:43,553,144.75,43.19167,-63.1705,2017,551,H22,4WL,998,60,3,0,11,248,39,2,0,300
100292171,5,7/19/2017 15:16,421,106.75,43.17583,-62.77367,2017,542,H21,4WL,994,169,5,0,11,230,55,4,0,300
100292172,6,7/19/2017 18:50,599,111.25,43.14117,-62.74283,2017,543,H21,4WL,999,68,8,1,24,243,30,2,0,300
100292173,7,7/20/2017 14:36,395,122.25,43.00417,-62.788,2017,544,H21,4WL,998,75,4,2,24,225,47,2,0,300
100292570,1,7/2/2017 16:05,485,273,43.77467,-62.959,2017,553,H23,4WL,976,58,1,4,91,169,36,0,0,300
100292571,2,7/2/2017 20:15,620,161.75,43.64167,-62.912,2017,549,H22,4WL,1000,32,0,0,43,231,26,0,0,300
100292600,8,7/20/2017 19:47,386,75,44.72767,-52.18767,2017,629,H51,3OD,1000,152,5,0,238,13,48,1,0,300
100292610,18,7/22/2017 21:15,400,71,44.63883,-51.38883,2017,625,H51,3OD,1000,115,5,0,272,7,21,0,0,300
100293079,3,6/27/2017 22:10,610,143.25,46.72033,-60.15367,2017,565,H32,4VN,1000,7,26,16,52,227,1,4,0,300
100293081,2,6/30/2017 17:30,405,347.5,47.4235,-60.2045,2017,571,H33,4VN,1000,18,0,7,48,243,2,0,0,300
100293082,3,6/30/2017 22:05,575,333.75,47.3025,-59.98717,2017,572,H33,4VN,1000,17,0,9,69,217,5,0,0,300
100293085,2,7/4/2017 18:00,460,329.25,47.022,-59.70183,2017,575,H33,4VN,1000,2,1,5,30,265,0,0,0,300
100293086,3,7/4/2017 19:50,520,410.75,47.0065,-59.60483,2017,576,H33,4VN,1000,3,0,1,52,246,1,0,0,300
100293089,3,7/11/2017 21:50,700,376.75,47.2385,-59.63833,2017,570,H33,4VN,1000,19,0,8,68,216,8,0,0,300
100293097,2,7/20/2017 19:45,705,136.75,46.5055,-59.5255,2017,554,H31,4VN,1000,18,7,17,83,195,4,1,0,300
100293099,1,6/27/2017 19:27,390,194.5,47.18817,-57.99217,2017,598,H42,3PS,960,7,19,1,19,272,4,4,0,300
100293100,2,6/28/2017 13:38,363,420,46.66933,-58.47017,2017,603,H43,3PS,1000,9,3,2,27,268,3,0,0,300
100293101,3,6/28/2017 20:15,615,438.5,46.70367,-58.09233,2017,602,H43,3PS,1000,20,2,1,19,275,5,0,0,300
100293102,4,6/29/2017 14:05,392,276.25,46.773,-57.45083,2017,601,H43,3PS,1000,116,0,1,36,218,45,0,0,300
100293103,5,6/29/2017 18:58,583,137.25,46.75533,-57.21917,2017,583,H41,3PS,1000,90,8,2,2,262,34,0,0,300
100293104,6,6/30/2017 17:40,607,66,46.7375,-57.17367,2017,584,H41,3PS,1000,59,1,0,19,259,22,0,0,300
100293109,1,7/6/2017 13:30,360,52.5,45.806,-55.92567,2017,587,H41,3PS,1000,106,24,0,48,196,51,5,0,300
100293110,2,7/6/2017 20:10,625,49.25,45.57717,-55.71683,2017,588,H41,3PS,1000,216,5,0,27,197,76,0,0,300
100293111,3,7/7/2017 13:40,370,54.75,45.86717,-56.49033,2017,589,H41,3PS,998,93,1,0,56,211,33,0,0,300
100293112,4,7/8/2017 19:10,700,428.75,45.653,-57.29233,2017,605,H43,3PS,995,21,3,1,47,249,3,0,0,300
100293117,1,7/17/2017 2:10,470,171,45.99183,-55.16617,2017,596,H42,3PS,978,1,0,3,45,252,0,0,0,300
100293118,2,7/17/2017 8:45,675,72,45.67517,-54.98367,2017,585,H41,3PS,991,22,0,0,57,233,10,0,0,300
100293119,3,7/18/2017 0:00,365,206.5,45.04817,-54.70483,2017,597,H42,3PS,973,184,5,0,5,234,59,2,0,300
100293120,4,7/18/2017 15:15,340,455.5,44.848,-55.62367,2017,606,H43,3PS,993,27,18,3,72,212,10,3,0,300
100293121,5,7/18/2017 22:30,555,122.5,44.964,-55.691,2017,590,H41,3PS,980,13,0,2,34,256,8,0,0,300
100293126,1,7/26/2017 18:35,410,60.375,46.78583,-55.47867,2017,581,H41,3PS,1000,10,0,0,167,127,6,0,0,300
100293127,2,7/27/2017 16:36,407,116.15,46.51867,-55.16083,2017,595,H42,3PS,1000,11,0,1,107,187,5,0,0,300
100293128,1,7/21/2017 18:00,625,305.25,47.25817,-56.94617,2017,599,H43,3PS,975,23,1,1,159,115,24,1,0,300
100293129,2,7/22/2017 2:05,805,227.25,47.60333,-56.17167,2017,578,H41,3PS,980,33,13,0,51,233,15,1,0,300
100293130,3,7/22/2017 17:00,420,370.5,47.22467,-56.7785,2017,600,H43,3PS,990,21,0,0,148,142,10,0,0,300
100293131,4,7/22/2017 23:10,590,138.5,47.22283,-56.18467,2017,582,H41,3PS,995,10,0,0,195,100,5,0,0,300
100293132,5,7/23/2017 13:30,355,224,47.299,-55.512,2017,592,H42,3PS,990,5,0,3,285,8,4,0,0,300
100293133,1,7/28/2017 16:30,420,140.25,46.659,-55.27533,2017,594,H42,3PS,1000,7,0,0,82,217,1,0,0,300
100293134,2,7/29/2017 18:00,390,61.75,46.35667,-56.56233,2017,586,H41,3PS,1000,55,0,1,4,268,27,0,0,300
100293270,1,7/19/2017 17:30,470,86,45.502,-52.40283,2017,622,H51,3OB,1000,25,1,4,254,20,21,1,0,300
100293271,2,7/19/2017 23:55,585,79.25,45.3915,-51.88067,2017,621,H51,3OB,997,24,0,0,285,9,6,0,0,300
100293272,3,7/20/2017 19:30,395,75,45.25617,-53.41067,2017,631,H51,3OA,1000,112,6,4,205,52,36,3,0,300
100293273,4,7/21/2017 0:35,635,74,45.24267,-53.48917,2017,632,H51,3OA,1000,115,17,50,170,68,7,5,0,300
100293274,5,7/21/2017 16:50,525,76.5,45.13783,-53.608,2017,638,H51,3OA,1000,109,10,2,35,175,55,3,0,270
100293275,6,7/21/2017 23:15,675,104,45.56583,-53.74517,2017,627,H51,3OA,1000,5,0,15,264,17,4,0,0,300
100293276,7,7/22/2017 14:30,410,118,45.30833,-54.47133,2017,642,H51,3OA,1000,30,0,0,239,45,16,0,0,300
100293277,1,7/28/2017 14:15,470,692.25,45.37383,-48.67767,2017,648,H53,3NB,990,138,4,1,50,199,50,0,0,300
100293278,2,7/28/2017 22:30,745,100.5,45.61467,-48.52933,2017,607,H51,3NB,1000,1,0,2,29,269,0,0,0,300
100293279,3,7/29/2017 14:45,555,80,45.4445,-49.01267,2017,609,H51,3NA,994,1,0,0,99,200,1,0,0,300
100293280,4,7/29/2017 21:20,695,63.5,45.8585,-49.17117,2017,608,H51,3NA,997,0,0,1,53,246,0,0,0,300
100293281,5,7/30/2017 12:40,395,67.5,45.838,-49.819,2017,610,H51,3NA,995,2,0,0,132,167,1,0,0,300
100293283,7,7/31/2017 14:15,365,67,45.52367,-49.99483,2017,611,H51,3NA,987,2,0,0,276,24,0,0,0,300
100293285,9,8/1/2017 14:00,465,65,45.18183,-50.21717,2017,616,H51,3NA,988,15,3,0,76,214,10,0,0,300
100293286,10,8/1/2017 18:35,650,64.5,45.28567,-50.07617,2017,615,H51,3NA,994,13,0,1,86,206,6,1,0,300
100293287,11,8/2/2017 14:15,435,67.5,45.15417,-49.53567,2017,614,H51,3NA,1000,0,0,0,165,135,0,0,0,300
100293288,12,8/2/2017 18:15,615,68,45.207,-49.47183,2017,612,H51,3NA,990,0,0,1,190,109,0,0,0,300
100293289,13,8/3/2017 11:55,415,69,45.099,-49.3275,2017,613,H51,3NA,1000,0,0,0,123,177,0,0,0,300
100293830,1,8/11/2017 16:06,396,64.25,47.3975,-54.01417,2017,591,H42,3PS,1000,8,0,0,214,86,0,0,0,300
100293832,1,8/19/2017 22:47,457,131.75,46.7445,-54.5195,2017,580,H41,3PS,1000,1,0,0,239,60,1,0,0,300
100293833,1,8/22/2017 16:55,395,80,46.70417,-54.36533,2017,579,H41,3PS,1000,11,0,1,172,122,5,0,0,300
100293834,1,8/28/2017 17:19,421,174.5,46.7215,-54.62333,2017,593,H42,3PS,1000,2,0,0,221,77,2,0,0,300
100304652,3,6/15/2018 22:00,600,80,44.42017,-57.5545,2018,561,H31,4VC,1000,165,4,0,125,129,45,0,0,299
100304661,12,6/17/2018 19:45,642,412.25,44.613,-56.8645,2018,577,H33,4VC,1000,9,25,0,85,195,3,15,2,300
100304675,26,6/20/2018 19:34,593,419.5,45.06667,-56.73883,2018,574,H33,4VC,1000,57,6,0,92,177,26,2,3,300
100305030,1,6/21/2018 19:50,710,92,44.07017,-64.22883,2018,505,H11,4XM,1000,6,5,0,66,232,1,0,0,299
100305037,8,6/22/2018 22:05,640,92.5,44.46917,-63.12967,2018,540,H21,4WK,1000,18,4,0,129,49,1,1,0,180
100305041,12,6/24/2018 14:40,395,137.5,45.14367,-60.02417,2018,530,H21,4WD,1000,6,2,0,133,161,5,0,1,300
100305043,14,6/24/2018 21:30,595,167.75,45.46033,-60.15683,2018,545,H22,4WD,1000,1,9,0,201,98,0,1,0,300
100305048,19,6/26/2018 20:10,575,103.5,45.8105,-59.6735,2018,557,H31,4VN,1000,0,2,1,52,247,0,0,0,300
100305418,1,6/28/2018 19:13,458,221.5,42.2405,-66.33517,2018,526,H12,5ZJ,1000,133,8,0,17,258,21,3,1,300
100305419,2,6/29/2018 18:55,381,86.5,41.59717,-66.284,2018,516,H11,5ZJ,1000,504,0,0,16,227,56,0,0,299
100305420,3,6/30/2018 18:10,480,164.5,41.55733,-65.9745,2018,527,H12,5ZJ,998,70,0,0,15,251,32,0,2,300
100305421,4,6/30/2018 23:15,677,382.75,41.64267,-65.86417,2018,529,H13,5ZJ,995,91,4,0,85,183,29,2,1,300
100305422,5,7/1/2018 17:30,435,296.75,42.14967,-65.71883,2018,651,H13,4XP,990,312,2,0,77,162,55,1,5,300
100305427,10,7/3/2018 0:00,640,98.5,42.3795,-65.68533,2018,515,H11,4XP,998,164,4,0,7,264,28,0,1,300
100305428,1,7/4/2018 17:45,585,353.25,42.42417,-66.89767,2018,528,H13,4XP,1000,58,0,0,7,279,14,0,0,300
100305429,2,7/5/2018 0:26,667,205.25,42.7515,-67.5025,2018,525,H12,4XP,1000,248,0,0,13,232,55,0,0,300
100305436,1,7/18/2018 15:05,395,160.75,43.3345,-64.41783,2018,521,H12,4XN,998,163,1,0,20,211,68,1,0,300
100305437,2,7/18/2018 19:38,438,166.75,43.4465,-64.23417,2018,520,H12,4XN,995,687,0,0,4,190,106,0,0,300
100305449,1,6/24/2018 18:30,630,166.5,47.03433,-60.25267,2018,571,H33,4VN,1000,8,4,0,15,282,3,0,0,300
100305490,1,7/14/2018 18:06,409,157.5,44.10383,-63.78233,2018,517,H12,4XM,1000,56,1,1,18,224,57,0,0,300
100305491,2,7/14/2018 22:43,486,160,44.06783,-63.24983,2018,549,H22,4WK,1000,89,1,3,3,216,78,0,0,300
100305517,1,7/4/2018 16:32,361,100.75,44.42517,-52.7215,2018,640,H51,3OD,1000,55,11,0,113,157,25,5,0,300
100305519,3,7/4/2018 21:26,537,92.75,44.34167,-52.444,2018,639,H51,3OD,1000,239,21,0,109,79,103,9,0,300
100305520,4,7/5/2018 14:02,362,118,44.1135,-52.65967,2018,645,H51,3OD,1000,52,5,0,58,208,33,1,0,300
100305521,5,7/5/2018 17:00,443,103.5,44.0595,-52.40917,2018,644,H51,3OD,1000,88,15,0,150,103,40,6,1,300
100305522,6,7/5/2018 20:08,527,536.5,43.90517,-52.57717,2018,650,H53,3OE,1000,62,30,0,94,165,27,12,2,300
100305534,18,7/12/2018 14:11,361,58,44.13017,-50.144,2018,623,H51,3NC,1000,191,13,0,127,101,67,4,0,299
100305536,20,7/13/2018 14:35,393,62.5,44.43933,-50.57833,2018,620,H51,3NC,1000,64,5,0,232,44,23,1,0,300
100305541,25,7/14/2018 14:00,360,64.5,44.12583,-50.529,2018,627,H51,3NC,1000,62,20,0,192,71,32,5,0,300
100305870,1,6/21/2018 14:49,406,177.75,42.695,-64.2965,2018,524,H12,4XN,990,268,1,0,15,208,70,0,3,296
100305873,4,6/22/2018 18:25,519,86.25,43.17083,-64.20217,2018,507,H11,4XN,960,3,4,2,212,80,2,3,1,300
100305876,7,6/23/2018 18:12,571,92,43.212,-64.25183,2018,506,H11,4XN,990,10,6,0,181,115,3,0,1,300
100305879,10,6/24/2018 20:18,523,241,43.60067,-63.774,2018,518,H12,4XN,1000,126,0,0,16,257,27,0,0,300
100305880,11,6/25/2018 14:25,380,142,43.3325,-63.42283,2018,519,H12,4XN,990,124,8,2,21,244,30,3,0,300
100305881,1,6/22/2018 15:12,362,66.25,45.16267,-65.7815,2018,502,H11,4XR,1000,111,1,0,48,217,34,0,1,300
100305882,2,6/22/2018 20:15,527,88.25,45.08333,-65.3325,2018,501,H11,4XR,1000,132,1,0,40,213,43,0,4,300
100305883,3,6/23/2018 15:34,443,85.75,45.01583,-65.6985,2018,503,H11,4XR,1000,115,5,1,65,199,31,2,2,300
100305884,4,6/23/2018 20:30,485,114.25,44.91433,-66.21217,2018,504,H11,4XR,1000,102,0,0,3,274,23,0,0,300
100305885,5,6/24/2018 17:47,582,83.75,43.92617,-66.62333,2018,509,H11,4XR,1000,10,16,0,74,214,6,6,0,300
100305886,6,6/24/2018 23:07,686,111.75,43.56867,-66.77183,2018,511,H11,4XR,1000,96,20,0,22,232,40,6,0,300
100305888,1,7/2/2018 15:00,372,30.5,43.9665,-59.4565,2018,534,H21,4WG,1000,5,4,0,65,233,0,2,0,300
100305896,9,7/4/2018 17:15,482,142.25,44.20383,-59.02967,2018,568,H32,4VC,1000,0,18,0,59,235,0,6,0,300
100305897,10,7/4/2018 21:02,534,88.5,44.10483,-58.73017,2018,564,H31,4VC,1000,0,0,0,277,23,0,0,0,300
100305898,11,7/5/2018 0:52,602,80,44.2095,-58.58117,2018,563,H31,4VC,1000,0,0,0,231,69,0,0,0,300
100305899,12,7/5/2018 14:45,375,63.5,44.57983,-58.26367,2018,562,H31,4VC,1000,9,7,0,202,91,3,4,0,300
100305903,1,7/9/2018 16:35,439,133,45.054,-58.9225,2018,560,H31,4VB,1000,0,0,0,80,220,0,0,0,300
100305904,2,7/9/2018 20:01,517,123.25,45.035,-58.66883,2018,559,H31,4VB,1000,2,1,0,187,113,0,0,0,300
100305906,4,7/10/2018 14:50,395,111.25,45.13133,-57.80717,2018,555,H31,4VC,1000,25,28,0,138,148,6,8,0,300
100305908,6,7/10/2018 20:30,563,450.75,45.27467,-57.56367,2018,576,H33,4VB,1000,6,27,0,133,157,1,9,0,300
