FISHSET_ID,SET_NO,DATE_TIME3,SOAKMINP3P1,DEPTH,LATITUDE,LONGITUDE,YEAR,STATION,STRATUM_ID,NAFAREA_ID,NUM_HOOK_HAUL,total_other_species,total_target_species,broken_hook,empty_baited,empty_unbaited,other_species,target_species,missing_hook,total_sampled
100322507,1,7/5/2019 14:10,370,143.75,46.63183,-55.5495,2019,593,H42,3PS,988,5,0,0,97,202,1,0,0,300
100322508,2,7/5/2019 20:30,575,170,46.46033,-55.09683,2019,592,H42,3PS,986,5,0,0,47,250,3,0,0,300
100322509,3,7/6/2019 16:25,505,81.75,46.5715,-54.3115,2019,580,H41,3PS,988,8,0,0,116,180,4,0,0,300
100322510,4,7/6/2019 23:10,680,291.25,46.27217,-54.87017,2019,594,H42,3PS,986,22,0,0,37,257,6,0,0,300
100322511,5,7/7/2019 14:10,365,109.25,46.2405,-55.79367,2019,582,H41,3PS,984,24,0,0,81,210,9,0,0,300
100322512,6,7/7/2019 19:20,570,151.5,46.43633,-55.72583,2019,595,H42,3PS,988,20,0,0,161,129,10,0,0,300
100322513,7,7/8/2019 14:05,365,173.25,47.01867,-55.02333,2019,578,H41,3PS,988,23,0,0,208,80,12,0,0,300
100322514,1,7/15/2019 14:15,360,372,44.98383,-55.22417,2019,604,H43,3PS,1000,47,0,0,83,203,14,0,0,300
100322515,2,7/16/2019 14:05,360,46.5,45.4705,-54.846,2019,588,H41,3PS,1000,14,0,0,62,231,7,0,0,300
100322516,3,7/17/2019 14:00,360,38.25,45.91533,-55.69433,2019,587,H41,3PS,1000,116,0,0,205,46,49,0,0,300
100322518,2,7/11/2019 15:10,400,56.5,46.32917,-56.73383,2019,586.1,H41,3PS,990,220,3,0,46,185,68,1,0,300
100322519,3,7/12/2019 14:15,365,58,46.61767,-57.315,2019,589,H41,3PS,997,159,18,0,155,94,44,7,0,300
100322520,4,7/15/2019 14:10,365,63,45.79483,-56.66917,2019,590,H41,3PS,1000,151,1,0,52,207,40,0,0,299
100322584,1,7/16/2019 16:30,400,103.25,45.75183,-53.7305,2019,626,H51,3OA,998,7,0,0,12,284,4,0,0,300
100322585,2,7/16/2019 21:25,520,74,45.473,-53.448,2019,631,H51,3OA,999,151,6,0,9,231,56,3,1,300
100322586,3,7/17/2019 15:40,440,89,45.96717,-52.92583,2019,620,H51,3OB,998,2,0,0,3,297,0,0,0,300
100322587,4,7/17/2019 21:55,595,85,45.86733,-52.31483,2019,616,H51,3OB,999,48,0,0,6,276,18,0,0,300
100322588,5,7/18/2019 22:10,820,78.25,45.22083,-52.30983,2019,623,H51,3OB,998,137,2,0,19,222,59,0,0,300
100322589,6,7/18/2019 17:15,365,69.5,45.08217,-51.9055,2019,621,H51,3OB,999,110,4,0,9,247,43,1,0,300
100322590,7,7/20/2019 19:25,365,463,46.328,-57.98117,2019,603.1,H43,3PS,999,10,1,0,13,284,3,0,0,300
100323367,3,7/5/2019 18:15,420,95.5,46.734,-59.93833,2019,555,H31,4VN,1000,2,2,0,222,145,1,2,0,370
100334087,5,6/15/2020 15:30,449,92.5,42.5225,-65.76383,2020,513,H11,4XN,997,17,21,0,125,153,6,16,0,300
100334092,10,6/17/2020 14:02,359,156.5,42.90883,-65.74067,2020,524,H12,4XN,993,159,0,0,69,162,69,0,0,300
100334285,1,6/13/2020 14:20,379,154,44.33333,-67.1175,2020,517,H12,5YB,997,14,0,0,8,288,4,0,0,300
100334288,4,6/14/2020 14:48,388,128.25,44.479,-66.247,2020,501,H11,4XR,997,0,0,0,3,297,0,0,0,300
100334291,7,6/15/2020 15:37,456,65,43.82483,-66.464,2020,508,H11,4XQ,1003,1,6,1,76,223,0,0,0,300
100334292,8,6/15/2020 19:47,587,46.5,44.02017,-66.30767,2020,506,H11,4XR,1003,5,5,0,7,291,2,0,0,300
100334293,9,6/15/2020 23:05,684,50.5,44.21783,-66.31117,2020,503,H11,4XR,1007,0,2,1,10,288,0,1,0,300
100334294,10,6/16/2020 16:28,508,55.75,43.75867,-66.272,2020,509,H11,4XQ,1013,7,2,0,4,291,4,1,0,300
100334295,11,6/16/2020 21:23,611,101.75,43.532,-66.61417,2020,510,H11,4XQ,1003,59,1,0,3,261,36,0,0,300
100334296,12,6/17/2020 14:50,390,178,43.65683,-67.255,2020,523,H12,4XQ,1000,56,0,0,23,263,13,0,0,299
100334297,13,6/17/2020 18:48,528,188,43.78633,-67.2785,2020,522,H12,4XQ,990,28,0,0,11,279,8,0,2,300
100334298,14,6/17/2020 22:00,630,151.75,43.85633,-67.13117,2020,520,H12,5YB,997,3,0,0,14,285,1,0,0,300
100334299,15,6/18/2020 14:50,410,56.5,43.37967,-66.37933,2020,511,H11,4XQ,1007,42,3,0,37,254,5,3,1,300
100334967,3,6/14/2020 14:00,360,100,43.18417,-62.43783,2020,544,H21,4WL,1000,39,23,0,211,56,28,5,0,300
100334973,9,6/17/2020 14:00,360,166.5,44.45267,-61.86767,2020,547,H22,4WH,1000,46,2,0,72,101,6,0,1,180
100334974,10,6/17/2020 17:40,529,182.75,44.37217,-61.986,2020,548,H22,4WH,1000,119,1,1,88,179,31,0,1,300
100334975,11,6/18/2020 14:00,360,125,44.13517,-62.08217,2020,540,H21,4WH,1000,0,0,0,36,264,0,0,0,300
100334978,3,6/14/2020 14:11,361,132,43.42567,-60.54667,2020,551,H22,4WJ,1000,75,0,0,39,234,26,0,1,300
100334980,5,6/15/2020 15:31,436,101,43.1815,-61.4555,2020,542,H21,4WJ,1000,57,1,0,33,248,19,0,0,300
100334981,6,6/15/2020 19:00,579,86,43.2035,-61.60567,2020,543,H21,4WJ,1000,95,0,0,136,138,26,0,0,300
100334982,7,6/16/2020 14:32,377,727,42.88667,-61.94433,2020,552,H23,4WJ,1000,17,3,0,90,203,5,0,2,300
100334983,8,6/16/2020 19:05,540,635.5,42.879,-62.23083,2020,553,H23,4WJ,1000,36,28,0,81,203,11,1,4,300
100334988,1,6/12/2020 18:54,451,148,42.90517,-66.08967,2020,525,H12,4XO,997,200,0,0,54,186,56,0,4,300
100334989,2,6/13/2020 18:43,486,196.25,43.14533,-67.286,2020,526,H12,4XQ,1000,187,0,0,7,223,70,0,0,300
100334990,3,6/14/2020 18:03,442,213,42.618,-66.80733,2020,527,H12,4XP,1000,183,0,0,6,238,54,0,2,300
100334991,4,6/14/2020 22:52,540,271,42.65067,-67.30083,2020,651,H13,4XP,1000,205,0,0,18,211,70,0,1,300
100334992,5,6/15/2020 17:38,463,292,42.32733,-67.17783,2020,528.1,H13,5ZJ,1000,226,0,0,8,218,71,0,3,300
100334993,6,6/15/2020 23:30,610,69.5,42.05117,-66.87467,2020,514,H11,5ZJ,1000,255,0,0,32,194,74,0,0,300
100334994,7,6/16/2020 18:16,482,78.25,41.884,-66.50967,2020,515,H11,5ZJ,1000,38,10,0,56,228,12,1,3,300
100334995,8,6/17/2020 0:28,621,91.5,41.47233,-66.34633,2020,516,H11,5ZM,1000,88,0,0,9,260,30,0,1,300
100334996,9,6/17/2020 19:34,502,534.25,41.76633,-65.73067,2020,529,H13,5ZM,1000,93,4,0,58,208,33,0,1,300
100334997,10,6/18/2020 17:20,414,121.5,42.405,-65.1615,2020,512,H11,4XN,1000,185,2,0,5,225,68,0,2,300
100334998,11,6/19/2020 18:16,474,173,42.89,-63.54867,2020,519,H12,4XN,1000,98,6,0,181,83,33,1,2,300
100334999,12,6/19/2020 22:15,589,158.5,42.93567,-63.384,2020,518.1,H12,4XN,1000,186,5,0,141,104,53,0,2,300
100335016,2,7/6/2020 17:00,476,380.75,45.70183,-57.91083,2020,575.1,H33,4VN,1000,1,5,2,124,173,1,0,0,300
100335017,3,7/7/2020 16:00,475,408.75,46.50467,-58.71917,2020,572.2,H33,4VN,1000,41,36,3,85,191,8,13,0,300
100335018,4,7/7/2020 21:30,597,153,46.00767,-58.76933,2020,566.2,H32,4VN,1000,2,10,1,67,231,1,0,0,300
100335019,5,7/8/2020 14:52,405,88.25,46.01617,-59.0875,2020,557.3,H31,4VN,1000,1,1,4,126,169,1,0,0,300
100335020,6,7/8/2020 19:10,488,124,45.7685,-59.58883,2020,558.3,H31,4VN,1000,0,4,5,158,137,0,0,0,300
100335021,1,6/24/2020 14:27,380,288,44.1625,-59.16233,2020,652,H23,4WG,1000,8,2,0,71,226,3,0,0,300
100335023,3,6/24/2020 20:39,592,257,44.06383,-59.13017,2020,545,H22,4WG,1000,9,23,0,47,250,3,0,0,300
100335024,4,6/25/2020 17:38,405,168,44.652,-59.3465,2020,564,H31,4VS,1000,3,2,0,71,228,0,0,1,300
100335025,5,6/26/2020 16:05,401,87,44.68283,-58.6005,2020,561,H31,4VS,1000,1,0,0,228,71,1,0,0,300
100335026,6,6/26/2020 21:06,540,64,44.492,-58.4415,2020,563,H31,4VS,1000,7,9,0,220,76,1,1,2,300
100335027,7,6/27/2020 17:12,427,134.5,44.36033,-57.98317,2020,562,H31,4VS,1000,16,4,0,173,120,4,0,3,300
100335028,8,6/28/2020 17:19,424,452.5,45.39533,-57.58317,2020,576,H33,4VS,1000,6,2,0,186,107,2,0,5,300
100335029,9,6/29/2020 16:43,440,73,45.2835,-58.45717,2020,559,H31,4VS,1000,0,0,0,151,146,0,0,3,300
100335030,10,6/29/2020 21:14,494,258,45.55233,-58.59283,2020,567,H32,4VS,1000,16,9,0,179,108,7,3,3,300
100335031,11,6/30/2020 19:22,587,91,45.13967,-58.99683,2020,560,H31,4VS,1000,0,0,0,174,123,0,0,3,300
100335032,12,7/1/2020 0:23,619,165,45.54233,-59.24533,2020,568,H32,4VS,1000,0,1,0,97,81,0,1,1,180
100335033,13,7/1/2020 17:48,410,80.5,45.632,-60.17517,2020,530,H21,4WD,1000,1,0,0,268,31,1,0,0,300
100335034,14,7/2/2020 16:25,470,189,44.91683,-60.6565,2020,532.2,H21,4WD,1000,0,8,0,168,129,0,2,1,300
100335035,15,7/2/2020 21:01,497,84.5,45.22067,-60.88633,2020,531,H21,4WD,1000,0,2,0,245,51,0,1,3,300
100335292,3,6/4/2020 18:38,420,247.75,44.34233,-57.5495,2020,569,H32,4VC,1000,99,28,0,83,172,37,8,0,300
100335310,21,6/8/2020 14:06,366,425.25,44.83,-56.87817,2020,577,H33,4VC,1000,26,8,1,113,174,9,3,0,300
100335350,1,6/26/2020 15:06,426,91.25,45.10533,-52.784,2020,632,H51,3OB,1000,111,0,0,189,85,26,0,0,300
100335351,2,6/26/2020 17:48,511,92.25,44.95183,-52.85617,2020,634,H51,3OD,1000,298,0,0,135,74,91,0,0,300
100335352,3,6/26/2020 21:23,598,93.75,44.69867,-52.9695,2020,638,H51,3OD,1000,43,0,2,156,128,14,0,0,300
100335353,4,6/27/2020 14:41,400,91,44.60733,-52.77283,2020,637,H51,3OD,1000,188,3,0,101,147,51,0,0,299
100335354,5,6/27/2020 17:45,481,94,44.43717,-52.59667,2020,640,H51,3OD,1000,183,2,0,130,110,59,1,0,300
100335358,9,6/28/2020 15:51,448,81.25,44.36833,-51.94283,2020,635,H51,3OD,1000,179,4,0,86,119,92,3,0,300
100335366,17,6/30/2020 14:00,360,62,44.009,-50.61717,2020,629,H51,3NC,1000,170,0,0,140,112,47,0,0,299
100335372,23,7/1/2020 18:18,456,85.5,43.68567,-51.58333,2020,643,H51,3OD,1000,53,0,1,200,67,32,0,0,300
100335374,25,7/2/2020 16:18,446,105,43.85167,-52.17783,2020,645,H51,3OE,1000,34,9,0,162,113,22,3,0,300
100335379,30,7/3/2020 17:14,507,634.5,43.54533,-52.06117,2020,650,H53,3OE,1000,73,22,0,121,141,28,10,0,300
100336331,3,6/10/2020 22:50,662,373.25,46.87883,-59.6935,2020,573,H33,4VN,998,24,0,0,58,224,18,0,0,300
100336333,2,6/14/2020 17:45,515,224.25,47.22933,-60.23583,2020,565,H32,4VN,1000,10,7,0,132,160,7,1,0,300
100336335,1,6/17/2020 14:10,365,0,47.1425,-59.3695,2020,571,H33,4VN,1000,70,3,0,109,173,16,1,0,299
100336337,2,6/24/2020 15:03,391,0,47.736,-60.0145,2020,570,H33,4VN,1000,54,4,0,64,198,37,0,0,299
100336339,2,7/18/2020 22:30,630,59.5,46.5545,-59.834,2020,554,H31,4VN,999,1,0,0,53,245,1,0,0,299
100336340,3,7/19/2020 1:10,710,51,46.42583,-59.9485,2020,555,H31,4VN,1000,4,0,2,96,197,2,0,0,297
100336341,1,7/22/2020 16:02,362,103.75,46.5525,-60.34283,2020,556,H31,4VN,1000,2,1,0,138,160,2,0,0,300
100336456,1,6/16/2020 14:35,390,146.75,43.13517,-65.1525,2020,521,H12,4XO,1000,27,5,0,108,168,17,4,0,297
100336459,4,6/17/2020 14:37,392,42,43.62317,-65.04183,2020,505,H11,4XO,1000,8,1,1,249,49,1,0,0,300
100336461,6,6/18/2020 14:41,387,136.5,43.6525,-64.668,2020,504,H11,4XO,1000,7,11,1,182,114,1,2,0,300
100336464,9,6/19/2020 16:20,480,68.75,43.3875,-64.70233,2020,507,H11,4XO,1000,0,2,0,248,51,0,1,0,300
100336467,12,6/20/2020 17:55,500,129.5,43.493,-64.0515,2020,502,H11,4XN,1000,13,11,2,211,81,4,2,0,300
100336470,2,6/28/2020 14:16,361,46.5,43.796,-60.502,2020,537.2,H21,4WF,1000,1,2,0,79,219,0,2,0,300
100336471,3,6/29/2020 14:02,362,41.5,44.50183,-60.44133,2020,533,H21,4WE,1000,65,0,0,188,112,0,0,0,300
100336472,4,6/30/2020 14:00,360,70,44.3575,-60.32133,2020,534,H21,4WE,1000,4,1,0,42,257,1,0,0,300
100336473,5,6/30/2020 18:45,515,164.5,44.2065,-60.26933,2020,546,H22,4WE,1000,2,6,0,26,273,1,0,0,300
100336476,8,7/2/2020 14:06,363,56.5,43.89967,-61.55033,2020,541,H21,4WH,1000,0,55,2,95,189,0,13,1,300
100336479,11,7/4/2020 14:05,364,127.5,44.77817,-61.886,2020,535,H21,4WH,1000,1,6,1,157,141,1,0,0,300
100336480,1,7/6/2020 14:50,365,122.25,44.4785,-63.014,2020,539,H21,4WK,1000,28,2,1,133,154,11,1,0,300
100336481,2,7/6/2020 20:43,545,153.5,44.43367,-62.60267,2020,549,H22,4WK,1000,99,6,1,23,246,29,1,0,300
100336482,3,7/7/2020 14:50,383,121,44.67733,-62.29483,2020,536,H21,4WK,1000,3,10,2,122,169,3,4,0,300
100336483,4,7/7/2020 20:16,520,103.75,44.58167,-62.65617,2020,538,H21,4WK,1000,7,5,1,136,136,0,0,2,275
100336484,5,7/8/2020 20:10,365,143.5,44.0645,-61.69417,2020,550,H22,4WH,1000,23,0,0,34,257,9,0,0,300
100336561,1,7/22/2020 14:42,401,411,45.18167,-56.70117,2020,606,H43,3PS,1000,12,9,0,217,71,11,1,0,300
100336578,18,7/26/2020 15:52,377,608,44.3715,-53.32567,2020,649,H53,3OC,1000,0,25,0,234,43,20,3,0,300
100336642,4,6/29/2020 17:57,450,102,45.7655,-52.89917,2020,626,H51,3OB,1000,4,0,0,223,76,1,0,0,300
100336643,5,6/29/2020 21:28,523,99.5,45.58283,-52.64467,2020,628,H51,3OB,1000,6,0,0,218,79,3,0,0,300
100336644,6,6/30/2020 0:13,624,93.5,45.57567,-52.46833,2020,624,H51,3OB,1000,15,0,0,237,51,12,0,0,300
100336645,7,6/30/2020 15:58,404,84.75,45.48533,-52.04817,2020,623,H51,3OB,1000,25,1,0,217,58,25,0,0,300
100336646,8,6/30/2020 20:43,511,80,45.48,-51.5425,2020,618,H51,3OB,1000,6,1,0,223,57,20,0,0,300
100336647,9,7/1/2020 14:14,374,73.25,45.69467,-51.52267,2020,617,H51,3OB,1000,13,0,0,267,24,8,0,0,299
100336648,10,7/1/2020 17:11,505,81.75,45.75217,-51.46083,2020,614,H51,3OB,1000,28,0,0,248,33,19,0,0,300
100336649,11,7/2/2020 14:32,360,64.5,45.75467,-49.12733,2020,609,H51,3NB,1000,24,0,0,245,48,7,0,0,300
100336650,12,7/2/2020 17:57,494,67.5,45.86467,-48.993,2020,607,H51,3NB,1000,7,0,0,169,125,5,0,0,299
100336651,13,7/2/2020 21:47,605,75.25,45.7485,-48.81167,2020,608,H51,3NB,1000,0,0,0,211,83,5,0,1,300
100336652,14,7/3/2020 20:06,715,79,45.39567,-49.0055,2020,611,H51,3NB,1000,4,0,0,247,53,0,0,0,300
100336653,15,7/3/2020 16:20,366,149,45.49167,-48.73867,2020,646,H52,3NB,1000,25,0,0,255,33,12,0,0,300
100336654,16,7/4/2020 14:05,364,64.75,45.56833,-49.288,2020,610,H51,3NA,1000,20,0,0,249,43,8,0,0,300
100336668,30,7/9/2020 20:02,636,120.75,44.475,-53.149,2020,653,H52,3OC,1000,25,0,0,130,154,16,0,0,300
100337749,1,7/13/2020 18:00,570,29.75,46.117,-56.64133,2020,590,H41,3PS,1000,104,19,0,101,115,78,6,0,300
100337750,2,7/14/2020 0:55,710,227.5,45.58233,-56.99767,2020,604,H43,3PS,1000,36,2,0,81,210,8,1,0,300
100337751,3,7/14/2020 3:25,810,235,45.57667,-57.12983,2020,605,H43,3PS,1000,15,9,0,123,168,9,0,0,300
100337752,4,7/14/2020 19:35,365,37.25,46.014,-56.02683,2020,588,H41,3PS,1000,96,1,0,211,60,29,0,0,300
100337753,5,7/15/2020 0:30,520,30,45.76183,-55.77617,2020,589,H41,3PS,1000,98,7,0,198,70,30,2,0,300
100337754,6,7/15/2020 16:00,430,68.75,46.1075,-55.20217,2020,585,H41,3PS,1000,7,1,0,106,190,4,0,0,300
100337755,7,7/15/2020 21:20,560,84,46.41467,-55.46867,2020,597,H42,3PS,1000,18,0,0,80,214,6,0,0,300
100337756,8,7/16/2020 16:50,525,83.75,46.5375,-54.69817,2020,594,H42,3PS,1000,1,0,0,115,184,1,0,0,300
100337757,9,7/16/2020 20:35,605,100.75,46.26133,-54.842,2020,596,H42,3PS,1000,3,0,0,49,250,1,0,0,300
100337758,10,7/16/2020 23:30,690,47,46.0575,-54.8025,2020,584,H41,3PS,1000,82,0,0,106,175,19,0,0,300
100337759,11,7/18/2020 13:50,380,40.5,47.07033,-57.87167,2020,586,H41,3PS,1000,50,8,0,66,215,16,3,0,300
100337760,12,7/18/2020 15:45,455,43.75,47.0325,-57.931,2020,587,H41,3PS,1000,41,6,0,48,227,23,2,0,300
100337761,13,7/18/2020 17:45,525,133.5,47.027,-58.07167,2020,598,H42,3PS,1000,40,6,0,122,156,22,0,0,300
100337762,14,7/19/2020 13:30,360,144.25,47.24017,-57.1635,2020,600,H43,3PS,1000,32,4,0,66,225,9,0,0,300
100337763,1,7/22/2020 14:13,371,263.5,47.562,-56.2715,2020,599,H43,3PS,1000,69,3,0,144,131,24,0,1,300
100337764,2,7/22/2020 19:00,433,166,47.419,-56.06483,2020,582,H41,3PS,1000,22,6,0,138,156,4,2,0,300
100337765,3,7/23/2020 14:18,361,102.5,47.187,-55.557,2020,581,H41,3PS,1000,59,0,0,158,125,16,0,1,300
100337766,1,7/13/2020 21:20,380,87.5,47.14817,-55.01383,2020,580,H41,3PS,1000,95,1,0,226,52,21,1,0,300
100337767,2,7/14/2020 14:30,390,205.75,47.08417,-54.42033,2020,591,H42,3PS,1000,4,0,0,69,227,3,0,1,300
100337768,3,7/14/2020 18:30,415,97.75,47.2155,-54.42033,2020,579,H41,3PS,1000,43,0,0,243,51,6,0,0,300
100337769,4,7/15/2020 15:35,410,48.75,47.47633,-53.95817,2020,578,H41,3PS,1000,39,0,0,182,104,14,0,0,300
100337770,5,7/16/2020 19:00,380,243.5,46.79233,-54.84767,2020,592,H42,3PS,1000,5,0,0,8,291,1,0,0,300
100337771,6,7/16/2020 22:05,410,240.25,46.76583,-54.88033,2020,593,H42,3PS,1000,1,0,0,1,298,1,0,0,300
100337772,7,7/17/2020 14:10,370,139.5,46.66717,-55.15017,2020,595,H42,3PS,1000,40,0,0,39,247,13,0,1,300
100337773,8,7/17/2020 17:30,455,117.75,46.704,-55.30833,2020,583,H41,3PS,1000,51,0,0,28,248,24,0,0,300
100337774,1,7/23/2020 15:35,450,56,44.715,-50.3235,2020,620,H51,3NC,1000,99,2,0,232,26,41,1,0,300
100337775,2,7/23/2020 20:05,635,55,44.5885,-50.27133,2020,621,H51,3NC,1000,93,37,0,214,37,37,12,0,300
100337776,3,7/24/2020 14:05,365,63,44.89283,-49.80917,2020,613,H51,3NC,1000,13,2,0,136,155,9,0,0,300
100337777,4,7/24/2020 18:50,545,70.5,44.9255,-49.57367,2020,612,H51,3NC,1000,2,0,0,72,226,1,0,1,300
100337778,5,7/25/2020 15:10,395,49.5,44.5395,-50.0075,2020,619,H51,3NC,1000,118,0,0,219,37,44,0,0,300
100337779,6,7/25/2020 20:55,520,58,44.54733,-49.44317,2020,615,H51,3ND,1000,33,0,0,119,170,10,0,1,300
100337780,7,7/26/2020 15:30,450,57.5,44.50533,-49.40833,2020,616,H51,3ND,1000,19,0,0,126,169,5,0,0,300
100337781,8,7/26/2020 21:10,580,48,44.2475,-49.65983,2020,622,H51,3NC,1000,89,0,0,186,78,36,0,0,300
100337782,9,7/27/2020 14:30,380,54,43.95417,-49.70567,2020,627,H51,3NC,1000,145,7,0,172,66,58,3,1,300
100337783,10,7/27/2020 19:30,585,49,43.84683,-49.52167,2020,625,H51,3NC,1000,24,0,0,220,72,6,0,2,300
100337784,11,7/28/2020 15:30,375,59.25,43.66683,-50.049,2020,630,H51,3NC,1000,7,4,0,284,11,4,0,1,300
100337785,12,7/28/2020 20:30,530,58.5,43.55833,-50.28067,2020,633,H51,3NC,1000,29,0,0,249,37,14,0,0,300
100337786,13,7/29/2020 15:10,415,178.75,43.05917,-49.76867,2020,647,H52,3NF,1000,83,25,0,191,58,41,10,0,300
100337787,14,7/29/2020 20:45,540,71.5,43.08767,-50.25933,2020,639,H51,3NE,1000,4,0,0,282,17,1,0,0,300
100337788,15,7/30/2020 14:25,365,88,43.07217,-50.4885,2020,642,H51,3NE,1000,46,0,0,262,25,13,0,0,300
100337789,16,7/30/2020 19:35,545,114,43.06533,-50.816,2020,644,H51,3NE,1000,39,0,0,242,44,12,0,2,300
100337790,17,7/31/2020 14:30,380,77,43.41683,-51.11933,2020,641,H51,3OE,1000,89,9,0,257,14,29,0,0,300
100337791,18,7/31/2020 20:45,565,75.5,43.776,-51.08567,2020,636,H51,3OE,1000,111,8,0,187,70,41,1,0,299
100337792,19,8/1/2020 14:35,365,60,43.81183,-50.316,2020,631,H51,3NC,1000,25,2,0,263,23,14,0,0,300
100337793,1,7/7/2020 14:40,395,263.5,47.23333,-58.35483,2020,601,H43,3PN,1000,155,9,0,0,245,51,4,0,300
100337794,2,7/11/2020 15:05,365,449.5,47.0775,-58.674,2020,603,H43,3PN,1000,14,0,0,36,261,3,0,0,300
100337795,3,7/12/2020 14:15,375,393.75,47.2995,-58.87617,2020,602,H43,3PN,1000,11,2,0,1,289,10,0,0,300
